room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
14778097,1477,8586453,Entire home/apt,,Barcelona,,Sant Martí,3,4.5,5,2.0,,144.0,,Hermoso piso luminoso (100m2)!!!,2017-07-24 05:46:04.050059,41.408536,2.203886,0101000020E6100000E6E5B0FB8EA101408C9E5BE84AB44440
16059042,1477,29988700,Entire home/apt,,Barcelona,,Sant Martí,36,4.5,6,2.0,,143.0,,Super Barca Loft near Beach | FREE PARKING,2017-07-24 05:46:04.046586,41.403836,2.19596,0101000020E6100000E197FA79539101404679E6E5B0B34440
2740294,1477,1447164,Entire home/apt,,Barcelona,,Sant Martí,23,5.0,2,1.0,,144.0,,Design City Apartment Barcelona,2017-07-24 05:46:04.032602,41.403367,2.196628,0101000020E6100000B7D26BB3B192014090A4A487A1B34440
199422,1477,971768,Entire home/apt,,Barcelona,,Eixample,25,5.0,6,2.0,,132.0,,Modern apt near beach & city center,2017-07-24 05:46:03.998922,41.397046,2.184509,0101000020E6100000938AC6DADF790140FA804067D2B24440
13563113,1477,44682508,Entire home/apt,,Barcelona,,Sant Martí,3,3.5,10,4.0,,129.0,,!Nice apartment close to the sea & CC Diagonal Mar,2017-07-24 05:46:01.137529,41.412453,2.218426,0101000020E6100000CEC4742156BF01408C118942CBB44440
13472480,1477,1744516,Entire home/apt,,Barcelona,,Eixample,3,3.5,4,1.0,,138.0,,BRAND-NEW 1 BD APT SAGRADA FAMILIA,2017-07-24 05:46:01.125156,41.407438,2.178844,0101000020E6100000C4AF58C3456E0140E692AAED26B44440
15215111,1477,32122094,Entire home/apt,,Barcelona,,Ciutat Vella,43,5.0,2,1.0,,144.0,,Central BORN next to MARINA and GOTICO. Elevator!,2017-07-24 05:46:01.122442,41.380694,2.181004,0101000020E6100000BD8FA339B272014047E4BB94BAB04440
19965685,1477,31231774,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,3,1.0,,144.0,,Cómodo y luminoso apartamento cerca de la playa,2017-07-24 05:46:01.117750,41.379657,2.191263,0101000020E6100000927A4FE5B48701404759BF9998B04440
686830,1477,942210,Entire home/apt,,Barcelona,,Sant Martí,28,4.5,3,1.0,,132.0,,Sweet apartm. close the beach,2017-07-24 05:45:59.701880,41.399412,2.205999,0101000020E6100000D311C0CDE2A50140A2D0B2EE1FB34440
791717,1477,4171310,Entire home/apt,,Barcelona,,Sant Martí,20,4.5,4,2.0,,139.0,,AMAZING BEACH APARTMENT with WIFI ,2017-07-24 05:45:59.684511,41.40099,2.204136,0101000020E6100000747D1F0E12A20140F302ECA353B34440
7003233,1477,8693964,Entire home/apt,,Barcelona,,Sant Martí,31,4.5,4,2.0,,144.0,,Cozy flat near Sagrada Familia,2017-07-24 05:45:59.682542,41.406334,2.185524,0101000020E61000001EFCC401F47B01405EA0A4C002B44440
19648844,1477,20512328,Entire home/apt,,Barcelona,,Ciutat Vella,0,0.0,2,1.0,,140.0,,Apartamento romántico con vistas al mar,2017-07-24 05:45:59.677510,41.379694,2.191924,0101000020E6100000408A3A730F890140643E20D099B04440
13556495,1477,30027702,Entire home/apt,,Barcelona,,Sant Martí,6,5.0,3,1.0,,144.0,,Top Floor Appartment with Beautiful Views&Terrace,2017-07-24 05:45:59.672960,41.391282,2.193899,0101000020E61000001CD13DEB1A8D0140B9C1508715B24440
8708285,1477,1744516,Entire home/apt,,Barcelona,,Eixample,14,4.5,4,1.0,,138.0,,BRAND-NEW 1 BD APT SAGRADA FAMILIA 41,2017-07-24 05:45:59.657810,41.405416,2.179542,0101000020E6100000451152B7B36F014038A3E6ABE4B34440
12181980,1477,4258344,Entire home/apt,,Barcelona,,Sant Martí,11,4.5,4,2.0,,140.0,,"Stylish white apartment in Poble Nou, 4 persons!",2017-07-24 05:45:56.834837,41.396723,2.200956,0101000020E6100000D57ABFD18E9B01401749BBD1C7B24440
10031534,1477,1744516,Entire home/apt,,Barcelona,,Eixample,6,4.5,4,1.0,,138.0,,BRAND-NEW 1 DB APT WITH BALCONY E1,2017-07-24 05:45:56.827798,41.405823,2.179481,0101000020E6100000EA060ABC936F0140787B1002F2B34440
2543528,1477,13023285,Entire home/apt,,Barcelona,,Sant Martí,33,5.0,4,2.0,,132.0,,Charming apartament in Barcelona,2017-07-24 05:45:56.823216,41.413556,2.190396,0101000020E610000050508A56EE85014044882B67EFB44440
5706084,1477,29582358,Entire home/apt,,Barcelona,,Sant Martí,88,4.5,5,2.0,,131.0,,Apartament central on the beach,2017-07-24 05:45:56.818362,41.392416,2.196157,0101000020E6100000410DDFC2BA910140AC36FFAF3AB24440
8297905,1477,10380563,Entire home/apt,,Barcelona,,Eixample,14,4.5,4,1.0,,126.0,,Apt.cerca SagradaFamilia (4pax) SF2,2017-07-24 05:45:56.807325,41.407353,2.179049,0101000020E6100000520DFB3DB16E0140B876A22424B44440
19100519,1477,133228073,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,10,4.0,,144.0,,"The big flat is near the sea, CCIB, FORUM 2",2017-07-24 05:45:56.803317,41.411765,2.218777,0101000020E61000009AEFE0270EC0014098512CB7B4B44440
17390030,1477,50885817,Entire home/apt,,Barcelona,,Sant Martí,16,5.0,4,2.0,,144.0,,Penthouse with sea views and swimming pool,2017-07-24 05:45:56.800982,41.413105,2.220572,0101000020E6100000774EB340BBC301403468E89FE0B44440
1039211,1477,5721224,Entire home/apt,,Barcelona,,Sant Martí,35,4.5,5,2.0,,132.0,,Beach & Rambla in Poblenou,2017-07-24 05:45:56.798184,41.406998,2.203119,0101000020E6100000DE91B1DAFC9F0140CAC4AD8218B44440
16155984,1477,23259361,Entire home/apt,,Barcelona,,Sant Martí,17,4.0,3,2.0,,132.0,,Boutique Design apartment near the beach Poblenou,2017-07-24 05:45:56.791281,41.394922,2.200026,0101000020E61000002DCC423BA7990140473CD9CD8CB24440
4173009,1477,21653798,Entire home/apt,,Barcelona,,Sant Martí,0,0.0,3,1.0,,126.0,,Loft en Poble Nou,2017-07-24 05:45:52.472587,41.395916,2.191001,0101000020E6100000C00644882B87014048FB1F60ADB24440
12292431,1477,8157090,Entire home/apt,,Barcelona,,Sant Martí,18,5.0,4,1.0,,142.0,,FRENTE A LA PLAYA,2017-07-24 05:45:52.468273,41.40048,2.206733,0101000020E6100000200890A163A70140DE59BBED42B34440
11685016,1477,62075195,Entire home/apt,,Barcelona,,Sant Martí,21,5.0,4,2.0,,126.0,,Pis amb encant a Poblenou Mar,2017-07-24 05:45:52.461623,41.403465,2.207296,0101000020E6100000A1BB24CE8AA80140520ABABDA4B34440
4907750,1477,7772486,Entire home/apt,,Barcelona,,Sant Martí,14,4.5,4,1.0,,132.0,,Gran Via- Glòries-St Martí-22@-Loft,2017-07-24 05:45:49.582105,41.410638,2.197633,0101000020E610000009E23C9CC0940140573F36C98FB44440
18814381,1477,20936298,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,0,0.0,2,1.0,,121.0,,Cozy apartment in Sarria with garden!,2017-07-24 04:22:19.273743,41.392984,2.123914,0101000020E6100000E2218C9FC6FD0040F6ECB94C4DB24440
12119594,1477,58035060,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,2,0.0,8,3.0,,121.0,,CASA EN EL BOSQUE CERCA BARCELONA,2017-07-24 04:22:06.464959,41.427321,2.092665,0101000020E6100000E8DEC325C7BD00406FF25B74B2B64440
342641,1477,1738696,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,32,4.5,4,1.0,,108.0,,Apartment in villa with garden&pool,2017-07-24 04:21:47.329263,41.428818,2.101232,0101000020E610000029780AB952CF0040D3F71A82E3B64440
7185345,1477,13810972,Entire home/apt,,Barcelona,,Sants-Montjuïc,3,4.0,3,2.0,,108.0,,Delicious apartment in Sants,2017-07-24 04:21:44.415800,41.373555,2.130941,0101000020E6100000F0A485CB2A0C0140EF2076A6D0AF4440
13553820,1477,78053677,Entire home/apt,,Barcelona,,Les Corts,17,4.5,4,3.0,,108.0,,Piso acogedor en Les Corts,2017-07-24 04:21:43.004094,41.382485,2.133053,0101000020E6100000D7135D177E100140F41ABB44F5B04440
7414084,1477,15533205,Entire home/apt,,Barcelona,,Les Corts,2,0.0,4,2.0,,121.0,,Apt next to FCB Nou Camp Stadium!!!,2017-07-24 04:21:42.980277,41.379705,2.126922,0101000020E6100000AF2479AEEF0301405890662C9AB04440
4867204,1477,24331607,Entire home/apt,,Barcelona,,Sants-Montjuïc,12,4.5,15,2.0,,121.0,,A beautiful little flat- Sants 1  1,2017-07-24 04:21:42.973883,41.376344,2.1395,0101000020E610000004560E2DB21D0140DE054A0A2CB04440
13217843,1477,74136613,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,4,1.0,,108.0,,Acogedor apartamento en Barcelona,2017-07-24 04:21:39.767106,41.375705,2.128975,0101000020E61000004703780B24080140CBF8F71917B04440
16386645,1477,97797707,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,4,1.0,,106.0,,Quiet Apartment Barcelona-Sants,2017-07-24 04:21:39.761166,41.375772,2.133198,0101000020E61000001024EF1CCA1001405260014C19B04440
16386312,1477,97797707,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,4,1.0,,106.0,,Upper Quiet Apartment Barcelona-Sants,2017-07-24 04:21:39.751875,41.374844,2.13327,0101000020E6100000A94D9CDCEF100140098D60E3FAAF4440
6844528,1477,34915427,Entire home/apt,,Barcelona,,Sants-Montjuïc,8,3.5,8,3.0,,124.0,,CLASSY BCN,2017-07-24 04:21:39.747777,41.371648,2.131747,0101000020E6100000D6C4025FD10D0140D9CF622992AF4440
18087034,1477,124525287,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,3.0,,121.0,,Cosy flat near Sants train station and Camp Nou,2017-07-24 04:21:36.581108,41.372146,2.133307,0101000020E61000007B9FAA42031101402AABE97AA2AF4440
7358467,1477,14871323,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,5,2.0,,117.0,,Quiet 2 bedroom next to Camp Nou,2017-07-24 04:21:34.656496,41.372915,2.126301,0101000020E6100000E59D4319AA0201400B98C0ADBBAF4440
19497729,1477,85702904,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,2.0,,121.0,,Sants+Camp Nou+ terraza+Barcelona Centro,2017-07-24 04:21:34.644257,41.377775,2.128159,0101000020E61000002881CD39780601408A1F63EE5AB04440
5409739,1477,28043451,Entire home/apt,,Barcelona,,Sants-Montjuïc,70,4.5,7,4.0,,124.0,,OPENING RATE - Big Apt - Sants,2017-07-24 04:21:32.354458,41.374307,2.130571,0101000020E6100000B972F6CE680B0140FAD4B14AE9AF4440
4350592,1477,13172148,Entire home/apt,,Barcelona,,Sants-Montjuïc,120,4.5,7,3.0,,107.0,,Camp Nou Experience,2017-07-24 04:21:32.342566,41.372523,2.129619,0101000020E61000009485AFAF7509014000016BD5AEAF4440
17112903,1477,17047386,Entire home/apt,,Barcelona,,Les Corts,2,0.0,5,3.0,,108.0,,Big apartment close camp nou,2017-07-24 04:21:31.102343,41.379808,2.127322,0101000020E6100000917D9065C10401402C616D8C9DB04440
13888343,1477,5904718,Entire home/apt,,Barcelona,,Sants-Montjuïc,9,4.0,7,2.0,,118.0,,Oasis in the city,2017-07-24 04:21:31.092429,41.375502,2.128599,0101000020E6100000ED629AE95E07014092CA147310B04440
18771060,1477,46134002,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,3.0,,121.0,,Big Apartment 6 People,2017-07-24 04:21:31.088686,41.373909,2.129415,0101000020E61000000CE544BB0A0901400C570740DCAF4440
1823425,1477,385249,Entire home/apt,,Barcelona,,Sants-Montjuïc,15,4.5,3,1.0,,111.0,,Capmany - Luminous apartment,2017-07-24 04:21:31.084031,41.375708,2.135899,0101000020E61000000C790437521601403C6C223317B04440
10534258,1477,28043451,Entire home/apt,,Barcelona,,Sants-Montjuïc,18,5.0,5,3.0,,121.0,,2nd OPENING -Big Apart BCN HUTB-012709,2017-07-24 04:21:31.079281,41.374145,2.132469,0101000020E6100000DFDE35E84B0F0140207BBDFBE3AF4440
1061343,1477,5843487,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,25,4.5,4,2.0,,118.0,,Apto. magníficas vistas y Aire/Ac,2017-07-24 04:09:54.974424,41.396814,2.127937,0101000020E61000003A9677D503060140274C18CDCAB24440
10377603,1477,35280147,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,6,2.0,,121.0,,Next to Sants. Metro in the door.,2017-07-24 04:09:54.971617,41.380138,2.137766,0101000020E61000008201840F251A0140C2FBAA5CA8B04440
15908630,1477,39433138,Entire home/apt,,Barcelona,,Sants-Montjuïc,12,4.5,3,1.0,,121.0,,"Doble Room, Next to the Camp Nou",2017-07-24 04:09:50.799415,41.379974,2.133669,0101000020E610000085E97B0DC111014047AAEFFCA2B04440
569610,1477,2700806,Entire home/apt,,Barcelona,,Sants-Montjuïc,29,4.5,2,1.0,,121.0,,Pl España (Ask for Barca-Real Madrid Tickets),2017-07-24 04:09:48.441832,41.376494,2.140422,0101000020E61000007E1CCD91951F0140F39194F430B04440
3337390,1477,16848661,Entire home/apt,,Barcelona,,Les Corts,2,0.0,2,1.0,,121.0,,Flat to Rent July and August,2017-07-24 04:09:46.750368,41.386033,2.138188,0101000020E6100000E198654F021B0140A016838769B14440
14621782,1477,3399123,Entire home/apt,,Barcelona,,Sants-Montjuïc,18,4.0,4,1.0,,118.0,,"Loft with parking nearby, close to Sants station",2017-07-24 04:09:38.910253,41.375352,2.139259,0101000020E6100000AA6395D2331D01407D3ECA880BB04440
11988592,1477,28419264,Entire home/apt,,Barcelona,,Sants-Montjuïc,39,5.0,4,2.0,,114.0,,Cozy Apartment in BCN,2017-07-24 04:09:36.077857,41.37805,2.131163,0101000020E6100000DE8FDB2F9F0C01405C2041F163B04440
12965237,1477,35879116,Entire home/apt,,Barcelona,,Sants-Montjuïc,75,4.5,4,1.0,,121.0,,Modern spacious loft for 4 pers,2017-07-24 04:09:36.073246,41.373785,2.136439,0101000020E61000000A3197546D170140205ED72FD8AF4440
3228173,1477,396363,Entire home/apt,,Barcelona,,Eixample,3,3.0,4,1.0,,123.0,,Books Ambient (5),2017-07-24 04:09:27.426645,41.376132,2.162033,0101000020E61000006EFB1EF5D74B0140527DE71725B04440
5437314,1477,7547875,Entire home/apt,,Barcelona,,Eixample,2,0.0,5,3.0,,121.0,,ALWAYS BARCELONA APARTMENT,2017-07-24 04:09:22.312761,41.376156,2.152998,0101000020E6100000C8D3F20357390140DB183BE125B04440
7085163,1477,31325463,Entire home/apt,,Barcelona,,Sants-Montjuïc,45,4.0,8,3.0,,121.0,,For 8 people very central terrace,2017-07-24 04:08:51.492197,41.37368,2.17497,0101000020E6100000BC3FDEAB56660140AB9509BFD4AF4440
17478236,1477,8964574,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,1.0,,107.0,,Small Loft nice apartment Pza España HUTB008660-36,2017-07-24 04:08:49.778722,41.374876,2.143281,0101000020E6100000FC1A4982702501401407D0EFFBAF4440
5576349,1477,28912466,Entire home/apt,,Barcelona,,Eixample,5,5.0,6,3.0,,108.0,,Les Tietes Apartment,2017-07-24 04:08:49.755608,41.378729,2.151954,0101000020E610000098F8A3A833370140FD851E317AB04440
1020452,1477,5617051,Entire home/apt,,Barcelona,,Sants-Montjuïc,119,4.5,6,3.0,,104.0,,Eco-Friendly Boho-chick Apartment BARCELONA for 6,2017-07-24 04:08:47.266780,41.372774,2.146547,0101000020E6100000849D62D5202C01404966F50EB7AF4440
9362251,1477,4396136,Entire home/apt,,Barcelona,,Sants-Montjuïc,10,4.5,6,2.0,,108.0,,Plaza Espanya 2 bedrooms apartment,2017-07-24 04:08:47.264156,41.374277,2.154483,0101000020E6100000C24D4695613C01408F52094FE8AF4440
4245820,1477,10044989,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,6,2.0,,124.0,,SPACIOUS APARTMENT 2 :),2017-07-24 04:08:47.255630,41.373283,2.155665,0101000020E6100000020EA14ACD3E01408E93C2BCC7AF4440
3118639,1477,11817710,Entire home/apt,,Barcelona,,Sants-Montjuïc,44,4.5,6,2.0,,121.0,,Espacioso apartamento con jardín.,2017-07-24 04:08:47.253464,41.371063,2.144426,0101000020E61000006A8995D1C8270140B9E00CFE7EAF4440
12003034,1477,64174810,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,1.0,,117.0,,1 bedroom near Plaza España,2017-07-24 04:08:47.242624,41.37436,2.143555,0101000020E6100000126BF129002601401D774A07EBAF4440
1014822,1477,5583695,Entire home/apt,,Barcelona,,Sants-Montjuïc,79,4.5,6,2.0,,108.0,,"Amposta, Plasa Spain - Font magica",2017-07-24 04:08:47.232588,41.370667,2.148371,0101000020E610000006668522DD2F01406C5A290472AF4440
16893987,1477,112717887,Entire home/apt,,Barcelona,,Eixample,0,0.0,5,3.0,,114.0,,Ático acogedor con gran terraza en centro ciudad,2017-07-24 04:08:39.834236,41.375706,2.156819,0101000020E6100000A321E3512A4101409B745B2217B04440
14566637,1477,13124940,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,3.0,,108.0,,"Apartment near to Plaza España,Barcelona",2017-07-24 04:08:39.832029,41.373765,2.144088,0101000020E6100000E8F7FD9B17270140D9B11188D7AF4440
5430917,1477,1778624,Entire home/apt,,Barcelona,,Sants-Montjuïc,22,4.5,4,2.0,,108.0,,Amazing terrace Plaza Espanya,2017-07-24 04:08:39.828125,41.373009,2.155603,0101000020E6100000A24621C9AC3E01408D0E48C2BEAF4440
3211440,1477,8275815,Entire home/apt,,Barcelona,,Sants-Montjuïc,11,4.5,4,1.0,,108.0,,#quiet #green #center #CATincluded,2017-07-24 04:08:39.822210,41.372145,2.159111,0101000020E61000008978EBFCDB4501405A2F8672A2AF4440
14217146,1477,86351324,Entire home/apt,,Barcelona,,Sants-Montjuïc,3,4.5,4,1.0,,108.0,,Cozy & Chic apartment,2017-07-24 04:08:39.812883,41.371555,2.14531,0101000020E61000000B410E4A9829014028D53E1D8FAF4440
17890631,1477,75433117,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,2,1.0,,117.0,,Cozy apartment Plaza Espanya Barcelona,2017-07-24 04:08:39.810666,41.372947,2.143659,0101000020E6100000613596B036260140171230BABCAF4440
13817836,1477,16235317,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,4,1.0,,121.0,,Quiet apartment with swimming pool in Plaza España,2017-07-24 04:08:39.804827,41.371563,2.146595,0101000020E6100000950ED6FF392C0140ABB35A608FAF4440
2236759,1477,2861451,Entire home/apt,,Barcelona,,Sants-Montjuïc,33,4.0,5,2.0,,118.0,,Quiet 2 BR and 2 bathrooms sleeps 5,2017-07-24 04:08:39.799876,41.372016,2.148932,0101000020E61000007B9FAA42033101405CCB64389EAF4440
18325763,1477,126747378,Entire home/apt,,Barcelona,,Eixample,1,0.0,6,2.0,,110.0,,CALABRIA DUPLEX,2017-07-24 04:08:36.666075,41.375643,2.159499,0101000020E610000027F56569A746014054FCDF1115B04440
18444077,1477,16296537,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,121.0,,Excelent Apartment Next To Plaza España,2017-07-24 04:08:36.656838,41.377051,2.150545,0101000020E61000004E9CDCEF5034014049F6083543B04440
13560675,1477,12122795,Entire home/apt,,Barcelona,,Sants-Montjuïc,6,5.0,4,2.0,,121.0,,Loft Barcelona-Sants,2017-07-24 04:08:36.642585,41.374812,2.143799,0101000020E61000007D94111780260140FD12F1D6F9AF4440
11096194,1477,57623518,Entire home/apt,,Barcelona,,Eixample,20,5.0,5,3.0,,121.0,,Beautiful house in city center.,2017-07-24 04:08:35.455791,41.380781,2.153671,0101000020E6100000BABF7ADCB73A014016F88A6EBDB04440
12015070,1477,64174810,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,1.0,,117.0,,One bedroom with lovely terrace next Plaza España,2017-07-24 04:08:35.443700,41.374166,2.143703,0101000020E61000005BB22AC24D26014038A3E6ABE4AF4440
6709228,1477,35124028,Entire home/apt,,Barcelona,,Eixample,71,5.0,4,2.0,,108.0,,Bonito apartamento muy bién comunicado,2017-07-24 04:08:35.434186,41.381095,2.148424,0101000020E610000033880FECF82F0140A6D590B8C7B04440
18665805,1477,33204278,Entire home/apt,,Barcelona,,Sants-Montjuïc,4,5.0,2,1.0,,114.0,,En plaza España,2017-07-24 04:08:35.425481,41.376092,2.142565,0101000020E6100000156F641EF9230140C4245CC823B04440
1659522,1477,4147219,Entire home/apt,,Barcelona,,Sants-Montjuïc,216,5.0,4,2.0,,107.0,,Attic with terrace,2017-07-24 04:08:32.827089,41.372734,2.14468,0101000020E61000000E15E3FC4D280140BB0D6ABFB5AF4440
14234526,1477,86256600,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,2,1.0,,108.0,,APARTMENT & TERRACE facing pedestrian Square,2017-07-24 04:08:32.818709,41.375323,2.143019,0101000020E61000002AA73D25E7240140E33785950AB04440
16424722,1477,106907544,Entire home/apt,,Barcelona,,Sants-Montjuïc,36,4.5,6,2.0,,108.0,,Modern Apartment!,2017-07-24 04:08:32.810873,41.373771,2.143122,0101000020E610000074B4AA251D250140BB9866BAD7AF4440
17742828,1477,34915427,Entire home/apt,,Barcelona,,Eixample,0,0.0,6,2.0,,117.0,,COMFY CORNER E1,2017-07-24 04:08:32.803434,41.382457,2.148154,0101000020E6100000342C465D6B2F01402A90D959F4B04440
20011309,1477,28871240,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,4,3.0,,108.0,,"Cozy Vintage flat in plaza España, city center",2017-07-24 04:08:30.730543,41.37322,2.14465,0101000020E610000063EE5A423E280140481B47ACC5AF4440
9972609,1477,46783050,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,6,3.0,,108.0,,Espacioso apartamento en Poble Sec!,2017-07-24 04:08:26.617252,41.374887,2.157553,0101000020E6100000F017B325AB4201400859164CFCAF4440
4806720,1477,1683936,Entire home/apt,,Barcelona,,Sants-Montjuïc,2,0.0,5,2.0,,108.0,,Comfortable apartment for 5 people Poble sec BCN,2017-07-24 04:08:24.362529,41.374262,2.158524,0101000020E6100000800C1D3BA84401405A1135D1E7AF4440
9230938,1477,10044989,Entire home/apt,,Barcelona,,Sants-Montjuïc,0,0.0,5,2.0,,110.0,,,2017-07-24 04:08:24.359710,41.373793,2.163117,0101000020E6100000815F2349104E0140A33CF372D8AF4440
6112277,1477,1391607,Entire home/apt,,Barcelona,,Eixample,17,4.0,4,2.0,,108.0,,Glittering Urgell,2017-07-24 04:08:24.354683,41.385291,2.155795,0101000020E6100000E50AEF72113F0140B9382A3751B14440
5845579,1477,30298913,Entire home/apt,,Barcelona,,Sants-Montjuïc,23,5.0,7,3.0,,108.0,,Apartments Rosa & Miguel,2017-07-24 04:08:24.342977,41.371438,2.157622,0101000020E6100000780AB952CF420140EE3EC7478BAF4440
9486348,1477,9784103,Entire home/apt,,Barcelona,,Sants-Montjuïc,1,0.0,5,2.0,,104.0,,Modern 2 bedroom flats in Poble sec,2017-07-24 04:08:24.337948,41.37339,2.162231,0101000020E6100000D32D3BC43F4C0140A453573ECBAF4440
15175682,1477,96310012,Entire home/apt,,Barcelona,,Sants-Montjuïc,28,4.5,7,2.0,,121.0,,A perfect step in Barcelona,2017-07-24 04:08:24.333911,41.371883,2.164414,0101000020E61000004E098849B85001401C78B5DC99AF4440
2922638,1477,14871323,Entire home/apt,,Barcelona,,Ciutat Vella,1,0.0,4,1.0,,108.0,,Lovely Studio with Terrace,2017-07-24 04:08:24.329764,41.377545,2.165162,0101000020E6100000EB5564744052014058E2016553B04440
10666745,1477,55097685,Entire home/apt,,Barcelona,,Eixample,4,5.0,2,1.0,,108.0,,"1 Bedroom Apartment, San Antoni",2017-07-24 04:08:21.056882,41.379996,2.158841,0101000020E61000008A1C226E4E4501402F4E7CB5A3B04440
14130801,1477,71126555,Entire home/apt,,Barcelona,,Sants-Montjuïc,7,4.0,4,4.0,,107.0,,APARTMENT IN CENTER OF BARCELONA CITY,2017-07-24 04:08:18.235786,41.374074,2.157338,0101000020E61000002A58E36C3A420140572426A8E1AF4440
852195,1477,3039107,Entire home/apt,,Barcelona,,Eixample,86,4.5,8,5.0,,118.0,,ROOMY EIXAMPLE URGELL,2017-07-24 04:08:15.038813,41.3846,2.15637,0101000020E6100000AA9A20EA3E4001405305A3923AB14440
1345191,1477,7297363,Entire home/apt,,Barcelona,,Sants-Montjuïc,53,4.0,4,2.0,,111.0,,Cute apartment in Olivera St.-BCN,2017-07-24 04:08:12.198317,41.374013,2.156344,0101000020E61000001668774831400140B1A371A8DFAF4440
3256638,1477,14181056,Entire home/apt,,Barcelona,,Eixample,140,5.0,5,2.0,,108.0,,2 Bedrooms 2 bathrooms Center Apart,2017-07-24 04:07:34.771995,41.376371,2.160651,0101000020E6100000BD8E386403490140D714C8EC2CB04440
9402291,1477,48645551,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,5,3.5,3,1.0,,113.0,,Estudio económico de 35m2,2017-07-24 04:07:29.009222,41.395499,2.144754,0101000020E6100000B2B8FFC874280140E44C13B69FB24440
9459773,1477,2922864,Entire home/apt,,Barcelona,,Eixample,19,4.5,5,3.0,,108.0,,"GRAN 4 PIEZAS, CENTRO,TERRAZA 110m.",2017-07-24 04:07:29.004235,41.382648,2.143539,0101000020E6100000B79A75C6F72501409EF0129CFAB04440
16732125,1477,110939308,Entire home/apt,,Barcelona,,Eixample,1,0.0,3,2.0,,114.0,,Cozy and warm modern Apartment in Centre Barcelona,2017-07-24 04:07:29.000154,41.381345,2.148271,0101000020E6100000CD8FBFB4A82F01401FBFB7E9CFB04440
3376885,1477,17036488,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,102,5.0,5,3.0,,121.0,,charming flat in a comercial area,2017-07-24 04:07:28.995553,41.395236,2.144618,0101000020E6100000AD4D637B2D280140D619DF1797B24440
1912635,1477,2922864,Entire home/apt,,Barcelona,,Eixample,9,4.5,6,3.0,,108.0,,"APPART À NEUF, ENSOLEILLÉ EIXAMPLE",2017-07-24 04:07:26.840210,41.38434,2.143184,0101000020E6100000D57B2AA73D250140B745990D32B14440
3184753,1477,10856286,Entire home/apt,,Barcelona,,Eixample,12,4.5,6,2.0,,121.0,,Sunny centrally 2 bedroom apartment,2017-07-24 04:07:26.835432,41.386006,2.157586,0101000020E6100000AB75E272BC420140A70705A568B14440
5197640,1477,71615,Entire home/apt,,Barcelona,,Eixample,2,0.0,4,1.0,,121.0,,Apartment in the center of the city,2017-07-24 04:07:26.831292,41.389832,2.155018,0101000020E6100000A454C2137A3D01409677D503E6B14440
6760482,1477,17036488,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,89,5.0,5,2.0,,121.0,,Cozy apartment in shopping area,2017-07-24 04:07:26.826183,41.396671,2.143714,0101000020E61000009AD18F8653260140C422861DC6B24440
11458257,1477,58808086,Entire home/apt,,Barcelona,,Sarrià-Sant Gervasi,51,4.5,4,2.0,,121.0,,Elegant flat in Sant Gervasi.,2017-07-24 04:07:26.819678,41.394476,2.143703,0101000020E61000005BB22AC24D260140488787307EB24440
1279308,1477,6860226,Entire home/apt,,Barcelona,,Eixample,56,5.0,6,4.0,,121.0,,"Cozy & sunny flat, wifi, parking ",2017-07-24 04:07:26.809813,41.389471,2.143545,0101000020E6100000D908C4EBFA250140C6DE8B2FDAB14440
